correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
167,153,6,1,11,84,3,12.39,0
35,43,4,0,11,6,4,10.37,0
122,140,6,1,11,84,3,12.61,0
67,69,6,1,7,84,3,9.61,0
77,78,6,1,11,84,3,12.17,0
28,30,4,0,8,66,1,6.35,0
34,42,4,0,10,72,2,8.73,0
3,6,4,0,1,,0,1.09,0
93,77,4,0,8,48,3,6.94,0
91,128,6,1,11,84,4,13.13,0
54,69,6,1,11,84,3,12.75,0
42,29,4,0,7,66,3,7.56,0
60,79,6,1,11,84,3,13.46,0
60,73,6,1,11,84,3,12.99,0
70,86,6,1,11,84,3,12.47,0
38,47,4,0,10,0,2,6.17,0
20,16,4,0,1,0,0,2.18,0
172,149,6,1,11,84,3,12.78,0
87,50,4,0,8,42,2,5.95,0
182,108,6,1,11,84,2,11.68,0
55,61,6,1,11,84,3,12.55,0
81,75,6,1,11,84,4,12.48,0
14,16,4,0,4,0,2,5.81,0
63,47,6,1,11,84,2,11.32,0
36,45,4,0,8,48,4,9.39,0
87,84,6,1,11,84,4,13.63,0
24,32,4,0,8,66,3,6.61,0
15,9,4,0,0,0,1,0.55,0
26,33,4,0,6,54,4,6.68,0
60,59,6,1,11,84,4,14.98,0
31,31,4,0,3,66,4,6.53,0
164,137,6,1,11,84,4,12.99,0
70,72,6,1,11,84,3,14.32,0
56,47,4,0,9,66,3,7.18,0
30,49,4,0,11,66,2,10.05,0
21,31,4,0,8,48,3,6.76,0
37,51,4,0,11,72,4,8.35,0
44,46,4,0,8,66,4,9.73,0
15,24,4,0,6,54,3,4.49,0
26,41,4,0,6,,3,4.52,0
102,75,6,1,11,84,4,12.71,0
33,33,4,0,7,30,2,5.88,0
29,41,4,0,9,54,2,8.13,0
57,71,6,1,11,84,3,13.92,0
134,141,6,1,11,84,2,11.86,0
76,90,6,1,11,84,2,11.21,0
32,35,4,0,9,66,2,7.84,0
87,90,6,1,11,84,1,11.79,0
61,52,4,0,8,60,4,7.28,0
118,111,6,1,4,84,3,8.76,0
59,71,6,1,11,84,4,11.91,0
78,92,6,1,11,84,4,11.99,0
94,128,6,1,11,84,4,11.41,0
43,41,4,0,6,0,2,3.11,0
33,31,4,0,7,6,3,4.89,0
58,65,6,1,11,84,2,11.17,0
44,46,4,0,9,66,4,8.77,0
44,44,4,0,6,60,3,7.33,0
30,35,4,0,8,78,4,10.09,0
0,1,4,0,0,,0,0,0
52,63,6,1,11,84,4,12.72,0
56,59,6,1,11,84,4,8.96,0
111,151,6,1,11,84,4,11.96,0
27,19,4,0,4,0,3,3.43,0
60,63,6,1,11,84,4,13.22,0
69,61,4,0,10,66,4,7.32,0
60,82,6,1,11,84,4,10.72,0
30,43,4,0,10,72,4,8.24,0
35,19,4,0,3,0,1,1.7,0
30,38,4,0,6,6,3,4.82,0
59,62,6,1,11,84,3,11.79,0
61,68,4,0,10,66,3,7.96,0
66,82,6,1,11,84,4,12.38,0
3,2,4,0,0,,0,0,0
26,42,4,0,8,54,4,6.9,0
49,49,6,1,8,84,3,8.63,0
25,21,4,0,1,0,3,2.89,0
83,79,6,1,11,84,4,9.93,0
118,107,6,1,11,84,4,12.76,0
122,162,6,1,11,84,4,10.85,0
39,42,4,0,8,54,2,6.45,0
82,95,6,1,11,84,4,12.11,0
37,43,4,0,10,0,4,6.52,0
68,56,4,0,9,54,3,8.57,0
27,31,4,0,6,54,2,4.43,0
2,0,4,0,0,,0,0,0
52,48,4,0,8,48,4,6.87,0
61,51,6,1,8,84,4,10.05,0
19,21,4,0,4,0,1,2.91,0
45,50,4,0,9,66,3,8.99,0
36,28,4,0,4,0,2,3.84,0
43,38,4,0,9,0,3,6.71,0
41,44,4,0,9,66,3,10.52,0
134,111,6,1,11,84,4,10.86,0
43,52,4,0,8,54,2,7.16,0
45,45,4,0,8,66,4,7.83,0
33,43,4,0,8,66,4,5.82,0
21,20,4,0,4,,1,2.39,0
175,140,6,1,8,84,4,9.27,0
143,135,6,1,11,84,4,10.13,0
85,107,5,1,11,84,3,10.63,0
135,143,5,1,9,84,4,9.59,0
92,116,5,1,8,84,4,8.55,0
50,56,5,1,10,84,4,9.6,0
96,87,5,1,11,84,4,13.05,0
45,48,4,0,9,42,4,7.62,0
2,0,4,0,0,,0,0,0
19,17,4,0,3,0,2,3.31,0
108,118,5,1,9,84,4,8.79,0
36,45,5,1,10,84,3,10.98,0
41,51,4,0,11,66,3,8.42,0
24,40,4,0,8,66,2,8.26,0
38,42,5,1,9,84,4,11.04,0
41,56,4,0,11,,4,10.76,0
35,40,4,0,9,72,4,9.59,0
116,134,5,1,11,84,4,10.85,0
58,54,4,0,9,66,4,6.88,0
60,92,5,1,9,84,4,10.92,0
9,13,4,0,3,0,1,2.69,0
82,100,5,1,11,84,3,10.77,0
2,6,4,0,0,,0,0.5,0
62,105,5,1,10,84,4,10.54,0
58,56,4,0,11,78,2,10.77,0
200,135,5,1,8,84,4,9.31,0
19,17,4,0,3,66,4,5.46,0
69,80,5,1,9,84,4,10.72,0
6,9,4,0,1,,1,0.79,0
36,51,4,0,10,66,3,9.56,0
100,115,5,1,8,84,3,8.82,0
101,114,5,1,10,84,4,10.36,0
49,52,5,1,11,84,3,10.52,0
95,96,5,1,9,84,4,11.81,0
53,50,5,1,10,84,4,12.2,0
21,30,3,0,6,30,4,4.17,0
4,0,3,0,0,,0,0,0
200,111,5,1,11,84,4,10.85,0
114,123,5,1,11,84,4,13.02,0
31,30,3,0,6,54,3,4.84,0
24,33,3,0,6,6,3,4.86,0
25,26,3,0,4,12,2,2.92,0
154,107,5,1,11,84,4,13.77,0
22,27,3,0,7,0,1,3.63,0
138,131,5,1,9,84,4,9.32,0
108,123,5,1,11,84,3,9.91,0
25,25,5,1,3,84,3,6.89,0
87,107,5,1,10,84,3,10.52,0
24,16,3,0,2,60,2,4.4,0
1,2,3,0,0,,0,0,0
104,106,5,1,11,84,4,11.37,0
0,2,3,0,0,,0,0,0
8,5,3,0,0,,1,0.55,0
24,31,3,0,7,30,2,5.2,0
94,124,5,1,11,84,3,10.7,0
0,0,3,0,0,,0,0,0
3,5,3,0,0,,1,0.5,0
93,123,5,1,9,84,3,9.06,0
83,93,5,1,9,84,3,11.54,0
9,8,3,0,1,,0,1.01,0
92,125,5,1,9,84,4,10.69,0
107,125,5,1,10,84,3,12.37,0
72,83,5,1,9,84,3,12.13,0
10,11,3,0,0,0,4,0,0
0,0,3,0,0,,1,0,0
24,23,3,0,6,,3,3.97,0
105,134,5,1,11,84,4,12.21,0
65,85,5,1,11,84,3,9.7,0
129,102,4,1,11,84,4,11.77,0
69,80,4,1,9,84,3,9.06,0
3,2,3,0,0,,0,0,0
115,152,4,1,10,84,4,10.85,0
56,64,4,1,9,84,2,9.4,0
0,0,3,0,0,,0,0,0
5,1,3,0,0,,1,0,0
0,0,3,0,0,,0,0,0
0,0,3,0,0,,0,0,0
147,143,4,1,9,84,3,10.98,0
7,10,3,0,1,0,1,1.28,0
11,14,3,0,3,54,2,3.66,0
0,0,3,0,0,,0,0,0
65,64,4,1,10,84,4,13.57,0
88,111,4,1,9,84,4,11.53,0
13,16,3,0,2,,1,1.55,0
111,119,4,1,11,84,4,10.51,0
25,29,3,0,4,12,1,2.56,0
79,67,4,1,9,84,4,10.74,0
74,70,4,1,9,84,4,10.04,0
28,29,3,0,8,12,2,4.73,0
3,1,3,0,0,,0,0,0
76,72,4,1,9,84,4,10.19,0
27,15,3,0,1,36,3,3.12,0
133,136,4,1,11,84,4,11.13,0
121,134,4,1,11,84,3,11.03,0
52,75,4,1,8,84,4,7.29,0
30,33,3,0,5,0,3,4.87,0
1,3,3,0,0,,1,0,0
119,140,4,1,11,84,4,12.23,0
94,99,4,1,11,84,4,11.94,0
170,133,4,1,9,84,3,9.46,0
84,92,4,1,11,84,4,12.92,0
115,122,4,1,11,84,3,12.11,0
75,87,4,1,11,84,3,10.03,0
100,124,4,1,11,84,4,13.47,0
62,73,4,1,9,84,3,11.49,0
50,47,3,0,5,12,2,2.62,0
49,53,4,1,11,84,3,14.15,0
38,32,3,0,7,48,2,6.07,0
83,49,4,1,9,84,3,12.06,0
86,72,3,0,11,12,3,6.85,0
93,132,4,1,9,84,3,9.33,0
81,77,4,1,13,84,4,13.58,0
31,30,3,0,3,0,3,2.03,0
73,91,4,1,9,84,4,12.61,0
78,132,4,1,11,84,4,12.82,0
0,0,3,0,0,,0,0,0
90,118,4,1,11,84,4,12.3,0
0,3,3,0,0,,1,0,0
114,101,3,1,9,84,4,9.92,0
90,89,3,1,11,84,2,10.7,0
31,36,3,1,8,84,2,7.65,0
12,6,3,0,0,,0,0.55,0
69,80,3,1,11,84,4,10.18,0
42,39,3,0,8,36,4,6.69,0
33,44,3,0,7,6,4,4.44,0
112,139,3,1,11,84,4,12.5,0
126,98,3,1,9,84,3,11.79,0
70,76,3,1,9,84,4,10.38,0
17,13,3,0,1,0,4,3.74,0
33,41,3,0,7,72,2,5.22,1
99,102,3,1,13,84,4,13.22,0
90,116,3,1,10,84,4,10.75,0
57,65,3,1,10,84,4,9.36,0
62,65,3,1,10,84,4,9.47,0
10,9,3,0,0,,1,0.55,0
159,166,3,1,11,84,4,12.84,0
89,110,3,1,10,84,3,9.75,0
50,61,3,1,10,84,4,12.39,0
87,80,3,1,11,84,4,11.17,0
17,15,3,0,1,,2,1.9,0
1,0,3,0,0,,0,0,0
72,89,3,1,7,84,2,9.02,0
14,18,3,0,2,18,0,3.07,0
38,58,3,1,9,84,3,8.26,0
200,159,3,1,6,84,3,7.65,0
17,17,3,0,3,48,1,3.12,0
14,11,3,0,1,,1,2.3,0
59,109,3,1,9,84,4,10.32,0
77,67,3,1,11,84,3,11.69,0
7,5,3,0,0,,0,0,0
13,19,3,0,3,0,1,2.47,0
19,21,3,0,2,0,3,2.02,0
73,83,3,1,11,84,4,12.72,0
23,27,3,0,4,42,2,3.62,0
32,35,3,0,7,6,2,4.64,0
28,31,3,0,6,,0,4.64,0
0,0,3,0,0,,0,0,0
75,77,3,1,9,84,4,9.06,0
47,82,3,1,6,84,4,10.36,0
90,85,3,1,10,84,4,10.84,0
30,38,3,0,8,60,2,4.71,0
108,104,3,1,7,84,2,9.83,0
61,79,2,1,11,84,4,9.73,0
56,55,3,0,8,48,2,5.29,0
0,0,3,0,0,,0,0,0
72,70,2,1,8,84,4,7.79,0
0,0,3,0,0,,0,0,0
0,2,3,0,0,,3,0,0
93,109,2,1,11,84,2,10.79,0
42,39,3,0,8,24,4,5.27,0
116,120,2,1,11,84,4,12.55,0
36,35,3,0,8,42,2,7.11,0
15,17,3,0,1,60,2,3.34,0
8,9,3,0,0,30,0,1.68,0
6,15,3,0,3,,1,2.45,0
9,5,3,0,0,,1,0,0
96,110,2,1,11,84,4,12.67,0
101,111,2,1,9,84,4,9.76,0
0,2,3,0,0,,0,0,0
5,2,3,0,0,,0,0.38,0
4,9,3,0,0,,1,1.4,0
2,9,3,0,0,,1,0,0
2,0,3,0,0,,0,0,0
91,98,2,1,8,84,4,10.07,0
138,139,2,1,9,84,4,12.3,0
71,100,2,1,7,84,4,7.02,0
86,83,2,1,11,84,4,11.36,0
130,114,2,1,11,84,4,11.16,0
8,14,3,0,0,,3,0.93,0
4,7,3,0,1,0,1,1.05,0
41,40,3,0,8,,3,5.17,0
20,27,3,0,4,42,2,3.76,0
139,148,2,1,11,84,4,10.99,0
129,137,2,1,9,84,4,9.48,0
200,151,2,1,12,84,4,12.65,0
2,0,3,0,0,,0,0,0
0,0,3,0,0,,0,0,0
53,61,2,1,9,84,4,11.14,0
33,33,3,0,4,0,1,2.86,0
29,30,3,0,6,48,2,5.59,0
25,26,3,0,4,48,3,4.31,0
100,125,2,1,11,84,3,11.18,0
66,81,2,1,11,84,4,14.59,0
49,63,2,1,11,84,3,11.67,0
197,150,10,1,11,90,4,13.36,0
0,0,3,0,0,,0,0,0
3,5,3,0,0,,2,0.98,0
17,23,3,0,6,18,4,3.98,0
74,79,10,1,11,90,4,15.3,0
1,3,3,0,0,,1,0,0
141,69,10,1,11,90,4,14.4,0
65,77,10,1,11,90,4,13.39,0
21,24,3,0,4,0,3,3.6,0
33,38,3,0,6,30,2,2.93,0
80,91,10,1,11,90,3,12.24,0
20,27,3,0,4,0,1,2.12,0
84,76,10,1,11,90,4,12.97,0
54,62,10,1,9,90,3,12.01,0
35,40,3,0,9,0,1,6.89,0
62,77,10,1,11,90,2,10.52,0
69,64,10,1,11,90,3,13.48,0
38,39,3,0,8,42,3,4.81,0
14,24,3,0,4,0,3,5.65,0
43,37,3,0,6,30,4,5.25,0
36,36,3,0,6,42,4,5.43,0
142,109,10,1,11,90,3,12.56,0
89,87,10,1,11,90,2,12.39,0
82,92,10,1,13,90,3,14.92,0
77,91,10,1,11,90,4,14.4,0
54,59,10,1,11,90,2,11,0
28,31,3,0,6,36,0,4.49,0
101,66,10,1,11,90,4,13.45,0
79,87,10,1,11,90,3,13.26,0
91,87,10,1,11,90,3,12.69,0
107,98,10,1,11,90,2,11.99,0
99,89,10,1,11,90,3,12.4,0
74,82,10,1,11,90,4,12.82,0
1,4,3,0,0,0,0,0,0
30,33,3,0,6,0,2,3.02,0
84,76,10,1,11,90,3,13.63,0
88,108,10,1,13,90,4,14.24,0
61,72,10,1,11,90,4,14.28,0
47,53,10,1,11,90,4,15.71,0
70,56,10,1,11,90,4,16.13,0
97,90,10,1,11,90,3,13.18,0
56,49,10,1,11,90,2,12.69,0
35,38,3,0,8,48,3,6.64,0
74,74,10,1,11,90,3,13.9,0
0,0,3,0,0,,0,0,0
84,91,10,1,13,90,4,14.01,0
0,0,3,0,0,,0,0,0
63,51,10,1,11,90,4,14.12,0
72,59,10,1,11,90,4,14.71,0
4,4,3,0,0,0,0,0.55,0
42,42,10,1,11,90,4,13.67,0
84,57,10,1,11,90,2,14.4,0
60,67,10,1,11,90,4,13.14,0
75,62,10,1,11,90,4,13.42,0
42,51,10,1,11,90,4,14.94,0
75,86,9,1,11,90,3,13.59,0
38,25,3,0,3,,2,2.33,0
84,81,9,1,11,90,4,12.54,0
136,98,9,1,11,90,4,15.01,0
0,0,3,0,0,,0,0,0
27,32,3,0,5,18,2,3.07,0
5,1,3,0,0,,0,0,0
172,120,9,1,11,90,4,14.37,0
202,142,9,1,11,90,4,16.01,0
83,50,3,0,8,0,2,3.98,0
123,100,9,1,11,90,4,14.49,0
123,125,9,1,11,90,4,13.23,0
118,162,9,1,11,90,4,14.48,0
15,18,3,0,1,0,2,0.98,0
56,86,9,1,11,90,2,12.16,0
1,2,3,0,0,,0,0,0
42,45,3,0,7,48,2,5.73,0
78,97,9,1,11,90,4,12.9,0
20,23,3,0,3,36,1,2.01,0
26,30,3,0,3,0,2,2.48,0
120,110,9,1,11,90,4,13.36,0
62,71,9,1,11,90,4,11.88,0
77,99,9,1,11,90,4,12.36,0
7,8,3,0,0,,1,0.55,0
103,117,9,1,11,90,3,13.72,0
29,36,3,0,4,48,2,4,0
33,42,3,0,8,30,4,5.69,0
62,83,9,1,11,90,3,12.12,0
0,0,3,0,0,,0,0,0
132,93,9,1,11,90,4,14.21,0
110,92,9,1,11,90,4,14.93,0
100,107,9,1,11,90,4,13.32,0
0,3,3,0,0,,1,0.82,0
80,125,9,1,10,90,4,10.53,0
60,76,8,1,11,90,4,14.37,0
4,6,3,0,0,,2,0.45,0
104,98,8,1,11,90,4,13.34,0
87,111,8,1,11,90,3,14.21,0
73,88,8,1,11,90,4,13.9,0
47,66,8,1,11,90,4,12.3,0
50,47,3,0,8,12,3,4.8,0
31,38,8,1,8,90,2,10.09,0
133,143,8,1,11,90,3,11.72,0
200,150,8,1,11,90,4,11.92,0
26,34,3,0,4,,1,3.28,0
73,116,8,1,11,90,4,14.29,0
67,80,8,1,11,90,2,11.18,0
141,127,8,1,11,90,4,13.72,0
20,23,3,0,4,48,4,4.58,0
50,61,8,1,11,90,2,13.34,0
89,88,8,1,11,90,4,13.34,0
109,119,8,1,11,90,4,15.71,0
83,86,8,1,11,90,4,14.09,0
94,113,8,1,11,90,3,12.79,0
80,90,8,1,11,90,3,13.3,0
45,41,3,0,8,18,4,4.57,0
70,74,8,1,11,90,4,16.36,0
107,115,8,1,11,90,3,12.77,0
185,108,8,1,11,90,4,14.21,0
23,34,3,0,8,54,3,5.04,0
71,111,8,1,11,90,3,13.1,0
60,68,8,1,11,90,2,13.34,0
29,32,3,0,5,6,4,2.72,0
200,190,8,1,11,90,4,13.36,0
115,81,8,1,11,90,4,13.79,0
0,5,3,0,0,30,1,1.13,0
23,29,3,0,7,0,4,4.09,0
95,120,8,1,11,90,2,10.29,0
107,113,8,1,11,90,4,13.18,0
122,127,8,1,11,90,4,13.6,0
58,75,8,1,9,90,4,13.61,0
35,31,3,0,4,0,4,2.01,0
95,79,8,1,11,90,4,14.24,0
112,129,8,1,11,90,4,12.81,0
95,112,8,1,11,90,3,14.16,0
123,141,8,1,13,90,3,16.05,0
150,139,8,1,11,90,3,13.91,0
33,42,3,0,8,6,4,5.73,0
30,36,3,0,6,6,2,3.88,0
105,137,8,1,11,90,4,12.9,0
111,104,8,1,11,90,4,13.93,0
153,127,8,1,11,90,4,14.59,0
43,42,3,0,8,42,4,6.83,0
125,130,8,1,11,90,4,11.3,0
107,105,7,1,11,90,3,14.4,0
67,78,7,1,11,90,4,11.11,0
62,71,7,1,11,90,3,13.44,0
16,22,3,0,2,18,3,2.47,0
58,71,7,1,11,90,4,14.21,0
87,126,7,1,11,90,3,12.3,0
88,61,7,1,11,90,3,14.4,0
90,123,7,1,11,90,3,9.91,0
103,139,7,1,11,90,4,13.62,0
25,32,3,0,8,54,3,5.39,0
93,108,7,1,11,90,4,13.8,0
47,72,7,1,11,90,3,11.44,0
117,145,7,1,11,90,4,14.4,0
70,79,7,1,11,90,4,13.55,0
62,92,7,1,11,90,2,13.72,0
47,37,3,0,8,48,3,6.34,0
100,148,7,1,11,90,2,12.9,0
61,39,3,0,7,24,4,4.88,0
109,148,7,1,11,90,3,12.73,0
30,35,3,0,9,18,3,4.47,0
9,22,3,0,6,12,2,3.01,0
38,72,7,1,11,90,4,14.03,0
117,116,7,1,11,90,4,14.9,0
161,137,7,1,11,90,4,14.21,0
83,108,7,1,9,90,4,11.95,0
56,84,7,1,11,90,4,12.36,0
120,143,7,1,11,90,4,13.72,0
76,88,7,1,11,90,3,11.73,0
174,169,7,1,11,90,3,12.27,0
124,145,7,1,8,90,4,11.09,0
71,73,7,1,11,90,4,11.08,0
41,46,7,1,11,90,4,15.11,0
156,160,7,1,11,90,4,13.61,0
42,67,7,1,11,90,4,11.82,0
75,98,7,1,12,90,3,13.72,0
74,79,7,1,11,90,4,13.59,0
28,37,3,0,4,60,3,4.56,0
135,154,7,1,11,90,4,13.69,0
78,69,7,1,11,90,3,13.39,0
96,125,7,1,11,90,4,13.55,0
108,133,7,1,11,90,3,12.29,0
117,164,7,1,11,90,4,12.87,0
36,36,3,0,8,0,3,4.56,0
99,149,7,1,11,90,4,15.03,0
72,75,7,1,11,90,4,12,0
38,42,3,0,8,0,3,4.76,0
67,92,7,1,11,90,3,11.06,0
106,141,7,1,11,90,4,13.93,0
90,130,7,1,11,90,4,13.55,0
87,117,7,1,11,90,4,13.44,0
164,145,7,1,11,90,4,16.24,0
69,100,7,1,11,90,2,14.24,0
43,47,6,1,11,90,4,12.88,0
30,33,3,0,4,0,3,3.54,0
24,25,3,0,3,18,3,2.47,0
87,98,6,1,11,90,3,11.4,0
124,122,6,1,11,90,2,13.4,0
107,125,6,1,13,90,3,13.63,0
59,55,6,1,11,90,3,13.72,0
84,114,6,1,11,90,2,12.94,0
50,65,6,1,11,90,3,10.47,0
80,91,6,1,11,90,4,12.51,0
16,12,3,0,3,0,3,2.51,0
55,61,6,1,11,90,3,14.24,0
94,113,6,1,11,90,4,10.48,0
140,143,6,1,11,90,3,13.42,0
34,37,3,0,8,24,2,6.25,0
62,74,6,1,11,90,4,11.84,0
38,43,3,0,8,18,3,4.49,0
103,95,6,1,11,90,2,14.37,0
34,49,6,1,11,90,4,13.28,0
68,82,6,1,11,90,4,13.09,0
38,40,3,0,9,18,3,6.96,0
49,64,6,1,11,90,4,11.88,0
200,164,6,1,13,90,3,12.9,0
39,38,3,0,7,30,4,4.35,0
95,129,6,1,11,90,4,12.52,0
45,61,6,1,11,90,3,11.87,0
138,129,6,1,9,90,3,10.33,0
142,148,6,1,11,90,3,12.35,0
41,50,6,1,11,90,3,13.04,0
19,26,3,0,4,48,2,3.65,0
81,85,6,1,11,90,3,14.75,0
33,34,3,0,9,24,3,5.32,0
45,71,6,1,11,90,3,13.5,0
72,58,6,1,11,90,4,12.41,0
105,153,6,1,11,90,4,12.33,0
45,55,6,1,11,90,3,12.14,0
173,80,6,1,11,90,3,13.5,0
54,57,6,1,10,90,3,11.03,0
42,36,3,0,8,54,4,5.52,0
27,34,3,0,7,0,3,3.76,0
61,68,6,1,9,90,2,10.23,0
46,43,6,1,9,90,4,9.93,0
44,34,6,1,8,90,0,6.66,0
103,135,6,1,11,90,4,12.93,0
35,39,3,0,6,42,3,4.94,0
77,84,6,1,11,90,2,10.87,0
39,42,6,1,8,90,3,9.79,0
39,48,6,1,9,90,3,10.99,0
34,34,3,0,6,36,4,4.79,0
60,81,6,1,9,90,4,11.61,0
52,52,6,1,11,90,4,12.59,0
56,64,6,1,11,90,4,10.12,0
48,54,3,0,6,60,4,5.7,0
12,12,3,0,3,48,2,3.23,0
138,165,6,1,9,90,4,11.67,0
59,71,6,1,9,90,3,10.16,0
95,136,6,1,11,90,4,13.01,0
64,70,6,1,9,90,4,10.28,0
76,76,6,1,10,90,4,9.04,0
63,78,5,1,11,90,4,12.75,0
63,70,5,1,11,90,3,12.94,0
25,29,3,0,6,60,2,5.55,0
62,124,5,1,11,90,3,10.65,0
106,124,5,1,11,90,2,10.77,0
106,138,5,1,10,90,4,11.97,0
106,81,5,1,11,90,3,13.41,0
83,92,5,1,10,90,4,10.64,0
53,51,3,0,10,6,3,5.63,0
87,112,5,1,9,90,4,12.03,0
68,71,5,1,11,90,2,12,0
95,115,5,1,9,90,4,12.88,0
79,116,5,1,9,90,4,13.45,0
42,41,5,1,11,90,4,11.18,0
29,25,5,1,3,90,2,8.65,0
47,51,5,1,9,90,3,11.13,0
46,41,5,1,10,90,3,8.83,0
63,68,5,1,8,90,3,11.65,0
73,73,5,1,11,90,4,11.76,0
92,107,5,1,11,90,4,11.01,0
55,61,5,1,11,90,3,11.77,0
99,120,5,1,11,90,4,12.4,0
75,64,5,1,9,90,4,11.07,0
37,39,3,0,5,36,1,4.52,0
67,66,5,1,11,90,4,11.29,0
48,53,5,1,11,90,2,10.85,0
64,74,5,1,11,90,4,11.13,0
47,48,5,1,10,90,3,11.83,0
52,55,5,1,11,90,4,10.46,0
91,123,5,1,11,90,4,12.9,0
130,148,5,1,11,90,4,14.16,0
67,72,5,1,11,90,4,11.81,0
42,43,3,0,9,36,4,6.18,0
92,124,5,1,11,90,3,11.67,0
26,24,3,0,4,66,3,3.71,0
42,46,3,0,8,0,3,4.43,0
98,127,4,1,11,90,3,13.62,0
26,27,4,1,7,90,3,10.37,0
198,145,4,1,11,90,4,10.54,0
68,65,4,1,11,90,4,12.44,0
60,69,4,1,11,90,4,12.34,0
17,23,2,0,4,0,4,3.25,0
58,55,4,1,12,90,3,13.1,0
63,78,4,1,11,90,4,11.02,0
22,23,2,0,4,0,2,2.94,0
57,62,4,1,11,90,4,11.45,0
58,66,4,1,9,90,3,13.08,0
36,31,4,1,9,90,2,10.97,0
58,52,4,1,9,90,4,13.76,0
54,63,4,1,9,90,4,11.62,0
150,146,4,1,11,90,4,11.19,0
54,51,4,1,11,90,4,12.98,0
109,104,4,1,13,90,4,12.6,0
67,53,4,1,11,90,3,13.43,0
66,86,4,1,8,90,4,9.85,0
129,149,4,1,12,90,4,13.32,0
186,173,4,1,11,90,4,11.87,0
95,92,4,1,13,90,4,15.22,0
57,62,4,1,11,90,1,12.6,0
48,51,4,1,11,90,4,13.2,0
82,99,4,1,9,90,4,12.41,0
83,87,4,1,10,90,4,11.05,0
67,70,4,1,11,90,4,13.3,0
80,111,4,1,11,90,3,11.9,0
0,1,2,0,0,,0,0,0
69,78,4,1,11,90,4,12.79,0
95,104,4,1,11,90,3,11.72,0
117,139,4,1,11,90,4,12.71,0
36,44,3,1,9,90,4,7.34,0
38,65,3,1,11,90,2,11.19,0
60,77,3,1,10,90,4,10.67,0
79,112,3,1,9,90,4,11.89,0
92,126,3,1,11,90,4,14.27,0
119,133,3,1,11,90,4,10.7,0
167,168,3,1,11,90,4,13.82,0
128,140,3,1,11,90,4,12.39,0
41,54,3,1,6,90,2,8.81,0
101,101,3,1,11,90,4,13.01,0
39,52,3,1,11,90,3,10.52,0
85,112,3,1,8,90,4,12.62,0
153,113,3,1,8,90,4,9.3,0
44,53,3,1,11,90,4,11.61,0
125,124,3,1,9,90,4,10.55,0
97,133,2,1,11,90,4,11.37,0
200,200,2,1,11,90,3,10.94,0
135,146,2,1,11,90,3,11.37,0
104,88,2,1,11,90,4,13.75,0
100,99,2,1,11,90,4,11.31,0
84,78,2,1,10,90,3,11.02,0
54,62,2,1,11,90,4,11.19,0
134,137,2,1,11,90,4,10.59,0
66,83,2,1,13,90,2,14.24,0
164,139,2,1,11,90,4,12.23,0
107,118,2,1,9,90,4,8.71,0
200,148,2,1,11,90,4,12.85,0
124,131,2,1,8,90,3,10.28,0
43,57,2,1,9,90,4,10.11,0
95,105,2,1,11,90,3,10.78,0
98,131,2,1,11,90,4,9.93,0
177,177,2,1,11,90,4,11.67,0
95,101,10,1,11,100,4,14.4,0
81,79,10,1,13,100,2,14.3,0
75,73,10,1,13,100,4,17.43,0
129,105,10,1,13,100,3,15.42,0
64,72,10,1,13,100,4,12.75,0
37,51,10,1,11,100,4,14.61,0
109,121,10,1,13,100,4,16.02,0
64,78,10,1,10,100,4,12.22,0
86,91,10,1,13,100,4,18.12,0
63,62,10,1,11,100,4,15.51,0
74,80,10,1,11,100,4,14.65,0
65,77,10,1,13,100,3,15.88,0
57,60,10,1,11,100,4,15.28,0
61,69,10,1,11,100,3,14.48,0
80,100,10,1,13,100,4,16.23,0
44,60,10,1,11,100,3,13.83,0
165,104,10,1,13,100,4,17.88,0
166,129,9,1,11,100,4,13.79,0
119,108,9,1,11,100,4,12.37,0
110,114,9,1,13,100,4,15.26,0
50,83,9,1,11,100,4,13.38,0
129,97,9,1,11,100,4,14.61,0
91,89,9,1,13,100,4,14.62,0
77,101,9,1,11,100,4,15.36,0
47,91,9,1,11,100,4,15.63,0
137,165,9,1,11,100,4,15.6,0
63,67,9,1,11,100,4,14.17,0
52,69,9,1,10,100,4,12.22,0
58,109,9,1,11,100,4,15.54,0
61,84,9,1,11,100,4,12.31,0
103,116,8,1,11,100,3,13.24,0
73,101,8,1,11,100,4,14.61,0
79,101,8,1,11,100,3,13.54,0
87,118,8,1,11,100,4,12.81,0
27,28,2,0,6,0,0,3.65,0
104,127,8,1,11,100,4,15.2,0
84,98,8,1,11,100,3,12.8,0
83,108,8,1,11,100,4,14.44,0
155,113,8,1,13,100,4,16.36,0
68,76,8,1,11,100,3,14.2,0
83,102,8,1,11,100,3,14.36,0
94,107,8,1,11,100,4,11.58,0
86,108,8,1,11,100,4,14.02,0
95,112,8,1,11,100,4,14.17,0
186,163,8,1,13,100,4,15.54,0
182,191,7,1,13,100,4,14.44,0
101,139,7,1,10,100,4,10.17,0
109,119,7,1,10,100,4,12.89,0
104,145,7,1,11,100,3,12.32,0
74,67,7,1,11,100,2,13.54,0
78,112,7,1,11,100,4,14.2,0
101,136,7,1,13,100,4,16.05,0
59,55,7,1,11,100,4,12.74,0
